,Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description
3876,,1962.0,12.0,17.0,9.0,36.0,1.0,,,CHINA:  NINGXIA,38.12,106.27,,5.5,7.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
3877,,1962.0,12.0,21.0,8.0,42.0,43.0,1937.0,,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.47,-168.54,33.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,
3878,,1963.0,1.0,31.0,2.0,27.0,0.0,,,"IRAN:  KHENDODZHAN, DAKHNE-UDZHAK",36.9,57.8,3.0,4.5,9.0,4.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3879,,1963.0,2.0,13.0,8.0,50.0,4.5,1940.0,,"TAIWAN:  TAIPEI, HSINCH",24.5,122.1,47.0,7.3,,15.0,1.0,,,18.0,1.0,,2.0,,2.0,,,15.0,1.0,,,18.0,1.0,,2.0,,2.0,,
3880,,1963.0,2.0,21.0,17.0,14.0,31.0,,,LIBYA:  BARCE (AL MARJ),32.6,21.0,5.0,5.4,,300.0,3.0,,,375.0,3.0,5.0,2.0,,3.0,,3.0,300.0,3.0,,,375.0,3.0,5.0,2.0,,3.0,,
3881,,1963.0,3.0,24.0,12.0,44.0,0.0,,,IRAN:  KARKHANEH,34.4,47.9,40.0,7.2,,100.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
3882,,1963.0,3.0,28.0,12.0,45.0,0.0,,,ITALY:  S,40.8,15.6,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,
3883,,1963.0,3.0,31.0,2.0,27.0,6.5,,,IRAN:  HENDOJAN,37.0,57.9,33.0,7.0,,4.0,1.0,,,,3.0,,2.0,100.0,2.0,,,4.0,1.0,,,,3.0,,2.0,100.0,2.0,,
3884,,1963.0,4.0,19.0,7.0,35.0,21.0,,,CHINA:  QINGHAI PROVINCE,35.7,97.0,,7.0,8.0,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,
3885,,1963.0,4.0,23.0,9.0,55.0,7.0,,,CHINA:   YUNNAN PROVINCE,25.8,99.5,,6.0,7.0,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,
3886,,1963.0,5.0,9.0,15.0,3.0,43.8,,,NICARAGUA:  LEON,12.2,-86.9,50.0,5.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3887,,1963.0,5.0,18.0,12.0,20.0,34.4,,353.0,INDONESIA:  BALI,-8.2,115.6,65.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
3888,,1963.0,5.0,19.0,10.0,,0.0,,,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.8,13.0,4.9,7.0,,,,,,,,2.0,,,,,,,,,,,,,,,,
3889,,1963.0,6.0,21.0,13.0,44.0,24.0,,,CHINA:  HEILONGJIANG PROVINCE,47.9,130.6,,5.8,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3890,,1963.0,6.0,30.0,7.0,41.0,0.0,,,IRAN:  W,33.2,49.2,38.0,5.1,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3891,,1963.0,7.0,26.0,4.0,17.0,12.0,,,BALKANS NW:  MACEDONIA:  SKOPJE,42.1,21.3,5.0,6.0,10.0,1070.0,4.0,,,3300.0,4.0,1000.0,4.0,,4.0,,,1070.0,4.0,,,3300.0,4.0,1000.0,4.0,,4.0,,
3892,,1963.0,7.0,29.0,6.0,10.0,0.0,,,"IRAN:  GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ",28.2,55.7,46.0,5.2,,5.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3893,,1963.0,8.0,15.0,17.0,25.0,0.0,,,PERU:  S,-13.8,-69.3,543.0,7.7,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3894,,1963.0,8.0,29.0,8.0,53.0,50.0,,,CHINA:  XINJIANG,39.8,74.2,,6.5,,1.0,1.0,,,,,,1.0,40.0,1.0,,,1.0,1.0,,,,,,1.0,40.0,1.0,,
3895,,1963.0,9.0,2.0,1.0,34.0,0.0,,,INDIA:  KASHMIR:  SW,33.9,74.8,25.0,5.3,,80.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
3896,,1963.0,9.0,15.0,0.0,46.0,54.3,,,SOLOMON ISLANDS,-10.472000000000001,165.77,35.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
3897,,1963.0,9.0,17.0,19.0,20.0,11.5,,,SOLOMON ISLANDS,-10.286,165.41299999999998,28.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
3898,,1963.0,9.0,18.0,,,,4290.0,,TURKEY:  YALOVA:  CINARCIK,40.75,29.0,19.0,6.1,,1.0,1.0,,,,2.0,,2.0,7.0,1.0,163.0,3.0,1.0,1.0,,,,2.0,,2.0,7.0,1.0,163.0,3.0
3899,,1963.0,9.0,24.0,16.0,30.0,16.0,1945.0,,"PERU:  HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ",-10.385,-78.02199999999999,75.0,7.0,,1.0,1.0,,,,,,2.0,,,,,1.0,1.0,,,,,,2.0,,,,2.0
3900,,1963.0,10.0,12.0,11.0,27.0,0.2,1946.0,,RUSSIA:  KURIL ISLANDS,44.426,149.27200000000002,48.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,
3901,,1963.0,10.0,13.0,5.0,17.0,53.4,1947.0,,RUSSIA:  KURIL ISLANDS,44.77,149.798,13.0,8.5,9.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3902,,1963.0,10.0,20.0,0.0,53.0,10.9,1948.0,,RUSSIA:  KURIL ISLANDS,44.772,150.563,28.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,
3903,,1963.0,11.0,4.0,1.0,17.0,11.4,,,INDONESIA:  BANDA SEA,-6.86,129.58,100.0,8.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3904,,1963.0,12.0,16.0,1.0,51.0,31.0,1949.0,,"INDONESIA:  JAVA:  LABUHAN, MENES, PONOROGO",-6.4,105.4,64.0,6.6,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0
3905,,1963.0,12.0,18.0,0.0,30.0,0.0,1950.0,,TONGA TRENCH,-24.8,-176.6,45.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
3906,,1964.0,1.0,8.0,22.0,30.0,49.7,,,INDONESIA:  SULAWESI:  PINRANG,-3.7,119.4,90.0,5.2,,8.0,1.0,,,27.0,1.0,,2.0,,,,,8.0,1.0,,,27.0,1.0,,2.0,,,,
3907,,1964.0,1.0,18.0,12.0,4.0,41.0,,,TAIWAN:  TAINAN,23.2,120.6,33.0,7.0,,107.0,3.0,,,479.0,3.0,,3.0,3000.0,4.0,,,107.0,3.0,,,479.0,3.0,,3.0,3000.0,4.0,,
3908,,1964.0,2.0,13.0,10.0,3.0,53.0,,,CHINA:   YUNNAN PROVINCE,26.1,101.0,15.0,5.4,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3909,,1964.0,2.0,18.0,12.0,19.0,0.0,,,AZORES,38.8,-28.4,33.0,4.6,,,,,,,,,3.0,,,,,,,,,,,,,,,,
3910,,1964.0,3.0,28.0,3.0,36.0,0.0,1954.0,,ALASKA,61.016999999999996,-147.648,33.0,9.2,10.0,15.0,1.0,,,,,284.0,4.0,,3.0,,,139.0,3.0,,,,,400.0,4.0,,3.0,,
3911,,1964.0,4.0,2.0,1.0,11.0,51.0,1956.0,,INDONESIA:  BANDA ACEH,5.9,95.7,130.0,7.0,7.0,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,3.0,,
3912,,1964.0,4.0,13.0,8.0,30.0,0.0,,,BALKANS NW:  CROATIA,45.3,18.1,32.0,6.0,8.0,3.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
3913,,1964.0,5.0,7.0,5.0,45.0,0.0,,,TANZANIA,-4.0,34.9,33.0,6.0,,1.0,1.0,,,19.0,1.0,,3.0,,,,,1.0,1.0,,,19.0,1.0,,3.0,,,,
3914,,1964.0,5.0,7.0,7.0,58.0,14.3,1957.0,,JAPAN:  NW. HONSHU ISLAND,40.3,139.0,30.0,6.9,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,2.0,2.0,1.0,,
3915,,1964.0,5.0,7.0,20.0,13.0,,5422.0,,JAPAN:  NW. HONSHU ISLAND,40.4,139.0,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
3916,,1964.0,6.0,14.0,12.0,16.0,0.0,,,"TURKEY:  MALATYA,ADIYAMAN",38.1,38.3,,6.1,8.0,8.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3917,,1964.0,6.0,16.0,4.0,1.0,44.3,1959.0,,JAPAN:  HONSHU:  W COAST,38.65,139.2,40.0,7.5,5.0,26.0,1.0,,,450.0,3.0,80.0,4.0,2250.0,4.0,2250.0,4.0,26.0,1.0,,,450.0,3.0,80.0,4.0,2250.0,4.0,,
3918,,1964.0,7.0,5.0,,,0.0,,,VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS,-15.5,166.5,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,
3919,,1964.0,7.0,6.0,7.0,22.0,0.0,,,MEXICO:  GUERRERO,18.3,-100.4,100.0,7.4,,78.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
3920,,1964.0,7.0,24.0,8.0,12.0,39.0,1960.0,,RUSSIA:  KAMCHATKA,47.159,153.876,15.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,
3921,,1964.0,9.0,1.0,22.0,20.0,30.0,,,CHINA:  SHANXI PROVINCE,35.1,111.6,,4.7,,,,,,,,,1.0,23.0,1.0,,,,,,,,,,1.0,23.0,1.0,,
3922,,1964.0,10.0,6.0,14.0,31.0,0.0,,,"TURKEY:  MANYAS, BURSA, BALIKESIR",40.3,28.2,15.0,7.0,10.0,19.0,1.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,
3923,,1964.0,11.0,17.0,8.0,15.0,39.3,1961.0,,PAPUA NEW GUINEA:  NEW BRITAIN,-5.7,150.7,45.0,7.6,8.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3924,,1964.0,12.0,11.0,,,0.0,1962.0,,"NW. HONSHU ISLAND, JAPAN",40.4,138.9,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,,1964.0,12.0,27.0,,,0.0,,,IRAN:  S,27.0,54.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3926,,1965.0,1.0,1.0,21.0,38.0,29.2,,,ALGERIA:  M'SILA,35.7,4.4,10.0,5.5,,4.0,1.0,,,350.0,3.0,2.0,2.0,25000.0,4.0,,,4.0,1.0,,,350.0,3.0,2.0,2.0,2500.0,4.0,,
3927,,1965.0,1.0,12.0,17.0,18.0,9.0,,,CHINA:  SHANXI PROVINCE,35.0,111.63,10.0,5.5,7.0,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,
3928,,1965.0,1.0,24.0,0.0,11.0,12.1,1963.0,,INDONESIA:  SANANA ISLAND,-2.4,126.1,6.0,7.6,,71.0,2.0,,,,,,2.0,3000.0,4.0,,,71.0,2.0,,,,,,2.0,3000.0,4.0,,
3929,,1965.0,2.0,4.0,5.0,1.0,21.6,1964.0,,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,51.29,178.55,36.0,8.7,6.0,,,,,,,,1.0,,,,,,,,,,,0.01,1.0,,,,
3930,,1965.0,2.0,10.0,16.0,9.0,0.0,,,IRAN:  NW,37.6,47.1,52.0,5.1,,20.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
3931,,1965.0,2.0,23.0,22.0,11.0,46.0,1965.0,,CHILE:  NORTHERN,-25.67,-70.63,36.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
3932,,1965.0,3.0,9.0,17.0,57.0,53.7,3042.0,,"GREECE:  ALONISOS, SKOPELOS",39.4,24.0,18.0,6.3,,38.0,1.0,,,253.0,3.0,8.0,3.0,,,,,38.0,1.0,,,253.0,3.0,8.0,3.0,,3.0,,
3933,,1965.0,3.0,14.0,15.0,53.0,6.6,,,AFGHANISTAN,36.3,70.7,219.0,7.3,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
3934,,1965.0,3.0,22.0,22.0,56.0,28.0,1966.0,,CHILE:  CENTRAL,-31.81,-71.26,58.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
3935,,1965.0,3.0,28.0,16.0,33.0,0.0,,,CHILE:  CENTRAL,-32.4,-71.2,61.0,7.3,,400.0,3.0,,,,,125.0,4.0,,,,,,,,,,,,,,,,
3936,,1965.0,3.0,30.0,2.0,27.0,3.4,1967.0,,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,50.32,177.93,20.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,
3937,,1965.0,3.0,31.0,9.0,47.0,0.0,,,GREECE,38.6,22.4,78.0,7.1,10.0,6.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
3938,,1965.0,4.0,5.0,3.0,12.0,54.2,,,GREECE:  SOUTHERN,37.7,21.8,34.0,6.2,10.0,32.0,1.0,,,200.0,3.0,,3.0,,3.0,,,32.0,1.0,,,200.0,3.0,,3.0,,3.0,,
3939,,1965.0,4.0,19.0,23.0,41.0,58.8,5505.0,,"JAPAN:  AICHI, SHIZOUKA PREFECTURES",34.9,138.0,36.0,6.0,,1.0,1.0,,,4.0,1.0,,1.0,,,,,1.0,1.0,,,4.0,1.0,,1.0,,,,
3940,,1965.0,4.0,29.0,15.0,28.0,43.7,,,WASHINGTON:  SEATTLE,47.4,-122.3,59.0,6.6,8.0,7.0,1.0,,,,,28.0,4.0,,,,,7.0,1.0,,,,,28.0,4.0,,,,
3941,,1965.0,5.0,3.0,10.0,1.0,35.2,,,EL SALVADOR:  SAN MARCOS,13.5,-89.3,23.0,6.0,6.0,125.0,3.0,,,1138.0,4.0,35.0,4.0,,,,,125.0,3.0,,,1138.0,4.0,35.0,4.0,,,,
3942,,1965.0,6.0,11.0,3.0,34.0,2.0,1970.0,,RUSSIA:  KURIL ISLANDS,44.7,148.7,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
3943,,1965.0,6.0,21.0,0.0,21.0,0.0,,,"IRAN:  HADJIABAD, SARKHUN, SARCHAHAN",28.1,55.9,40.0,6.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,
3944,,1965.0,7.0,2.0,20.0,58.0,38.1,1971.0,,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,53.03,-167.55,40.0,6.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3945,,1965.0,7.0,3.0,11.0,26.0,12.0,,,CHINA:   YUNNAN PROVINCE,22.4,101.6,15.0,6.1,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3946,,1965.0,7.0,6.0,3.0,18.0,42.7,1972.0,,NORTH CORINTH GULF,38.266999999999996,22.3,18.0,6.3,8.0,1.0,1.0,,,6.0,1.0,,2.0,,,,,2.0,1.0,,,6.0,1.0,,2.0,,,,
3947,,1965.0,8.0,11.0,22.0,31.0,45.9,1973.0,,VANUATU ISLANDS,-15.8,167.2,13.0,7.6,,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,2.0
3948,,1965.0,8.0,13.0,12.0,40.0,32.0,1974.0,,VANUATU ISLANDS,-15.9,166.8,33.0,7.3,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
3949,,1965.0,8.0,23.0,19.0,46.0,2.9,1975.0,,"MEXICO:  ME\XICO CITY, OAXACA",16.3,-95.8,28.0,7.8,,6.0,1.0,,,,,,1.0,,,,1.0,6.0,1.0,,,,,,1.0,,,,1.0
3950,,1965.0,10.0,3.0,16.0,14.0,56.0,1979.0,,CHILE:  SOUTHERN,-42.9,-75.13,28.0,6.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,
3951,,1965.0,11.0,13.0,4.0,33.0,55.0,,,CHINA:  XINJIANG PROVINCE,43.9,87.8,,6.6,8.0,,,,,,,,,,3.0,,,,,,,,,,2.0,,3.0,,
3952,,1966.0,1.0,31.0,2.0,35.0,3.0,,,CHINA:  YUNNAN PROVINCE,27.9,99.7,,5.1,7.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
3953,,1966.0,2.0,5.0,2.0,1.0,48.3,,,GREECE:  CENTRAL,39.2,22.0,38.0,6.3,,1.0,1.0,,,60.0,2.0,4.0,2.0,450.0,3.0,,,,,,,60.0,2.0,4.0,2.0,450.0,3.0,,
3954,,1966.0,2.0,5.0,15.0,12.0,27.0,,,CHINA:  YUNNAN PROVINCE,26.1,103.1,,6.5,9.0,,,,,,,,2.0,,3.0,,,,,,,,,,2.0,,3.0,,
3955,,1966.0,2.0,13.0,10.0,44.0,36.0,,,CHINA:   YUNNAN PROVINCE,26.1,103.1,,6.2,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,
3956,,1966.0,3.0,6.0,0.0,12.0,19.0,,,CHINA:  HEBEI PROVINCE,37.47,115.03,,5.2,7.0,,,,,,,,1.0,11.0,1.0,,,,,,,,,,1.0,11.0,1.0,,
3957,,1966.0,3.0,7.0,1.0,16.0,0.0,,,"TURKEY:  VARTO, MUS",39.1,41.6,38.0,6.0,8.0,10.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
3958,,1966.0,3.0,7.0,21.0,29.0,17.0,,,CHINA:  HEBEI PROVINCE,37.35,114.92,8.0,7.4,9.0,,3.0,,,,,,4.0,,4.0,,,,3.0,,,,,,4.0,,4.0,,
3959,,1966.0,3.0,12.0,16.0,31.0,21.8,1980.0,,TAIWAN,24.1,122.6,48.0,8.0,,7.0,1.0,,,10.0,1.0,,2.0,,2.0,,,7.0,1.0,,,10.0,1.0,,2.0,,2.0,,
3960,,1966.0,3.0,19.0,16.0,59.0,31.0,,,CHINA:  HEBEI PROVINCE,37.27,114.97,,5.6,6.0,,,,,,,,1.0,,2.0,,,,,,,,,,1.0,,2.0,,
3961,,1966.0,3.0,20.0,1.0,42.0,49.9,,,"UGANDA:  KICHWAMBA, BONDIBOGYO",0.6,30.2,36.0,7.0,,140.0,3.0,,,,3.0,1.5,2.0,,,,,140.0,3.0,,,,3.0,1.5,2.0,,,,
3962,,1966.0,3.0,22.0,8.0,19.0,27.0,,,CHINA:  HEBEI PROVINCE,37.5,115.1,15.0,7.6,10.0,,3.0,,,,,,4.0,,4.0,,,,3.0,,,,,,4.0,,4.0,,
3963,,1966.0,3.0,26.0,15.0,19.0,4.0,,,CHINA:  HEBEI PROVINCE,37.68,115.27,,6.2,7.0,,,,,,,,2.0,,2.0,,,,,,,,,,2.0,,2.0,,
3964,,1966.0,4.0,20.0,14.0,31.0,15.0,,,CHINA:  HEBEI PROVINCE,37.25,114.78,,5.3,,,,,,,,,1.0,22.0,1.0,,,,,,,,,,1.0,22.0,1.0,,
3965,,1966.0,4.0,26.0,,,0.0,,,UZBEKISTAN:  TASHKENT,41.2,69.1,,,,10.0,1.0,,,,,300.0,4.0,,,,,,,,,,,,,,,,
3966,,1966.0,5.0,2.0,23.0,13.0,0.0,,,TURKEY,38.0,42.6,41.0,4.8,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3967,,1966.0,6.0,15.0,0.0,59.0,42.7,1981.0,,SOLOMON ISLANDS:  GUADALCANAL,-10.343,160.88299999999998,31.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,
3968,,1966.0,6.0,27.0,10.0,41.0,9.5,,,NEPAL-INDIA,29.554000000000002,80.854,23.0,6.3,8.0,80.0,2.0,,,100.0,2.0,1.0,2.0,5200.0,4.0,,,80.0,2.0,,,100.0,2.0,1.0,2.0,5200.0,4.0,,
3969,,1966.0,7.0,3.0,,,0.0,,,TURKEY:  MUS,38.5,41.3,,,,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,
3970,,1966.0,7.0,12.0,0.0,4.0,12.0,,,TURKEY:  BAGICI,38.9,41.3,64.0,4.6,,12.0,1.0,,,20.0,1.0,,3.0,,,,,12.0,1.0,,,20.0,1.0,,3.0,,,,
3971,,1966.0,7.0,12.0,18.0,53.0,,2302.0,,RUSSIA:  BLACK SEA,44.75,37.0,33.0,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,
3972,,1966.0,8.0,15.0,2.0,15.0,0.0,,,INDIA:  N,28.7,78.9,53.0,5.6,,15.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
3973,,1966.0,8.0,19.0,12.0,22.0,0.0,,,TURKEY:  VARTO,39.2,41.6,24.0,6.8,9.0,2394.0,4.0,,,,,20.0,3.0,,,,,,,,,,,,,,,,
3974,,1966.0,9.0,1.0,14.0,13.0,48.0,,,GREECE:  SOUTHERN,37.5,22.1,17.0,5.9,8.0,1.0,1.0,,,25.0,1.0,14.0,3.0,180.0,3.0,,,,,,,25.0,1.0,14.0,3.0,180.0,3.0,,
3975,,1966.0,9.0,4.0,22.0,14.0,0.0,,,COLOMBIA,4.62,-73.98,15.0,5.3,7.0,6.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,,6.0,1.0,,,30.0,1.0,,2.0,200.0,3.0,,
3976,,1966.0,9.0,19.0,5.0,3.0,53.0,,,CHINA:  YUNNAN PROVINCE,24.0,97.7,,5.4,7.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
3977,,1966.0,9.0,19.0,18.0,40.0,0.0,,,VENEZUELA,10.8,-69.5,12.0,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,
3978,,1966.0,9.0,28.0,14.0,0.0,19.0,,,CHINA:   YUNNAN PROVINCE,27.5,100.1,,6.4,9.0,,,,,,,,3.0,,3.0,,,,,,,,,,3.0,,3.0,,
3979,,1966.0,10.0,2.0,2.0,24.0,57.0,,,CHINA:  JILIN PROVINCE,43.83,125.12,,5.2,7.0,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,
3980,,1966.0,10.0,17.0,21.0,41.0,56.0,1982.0,,"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS",-10.748,-78.638,38.0,8.1,9.0,110.0,3.0,,,3000.0,4.0,35.0,4.0,,,,,110.0,3.0,,,3000.0,4.0,35.0,4.0,,,,
3981,,1966.0,10.0,29.0,2.0,39.0,29.4,,,GREECE:  CENTRAL,39.2,21.2,20.0,5.7,,1.0,1.0,,,23.0,1.0,,3.0,,3.0,,,1.0,1.0,,,23.0,1.0,,3.0,,3.0,,
3982,,1966.0,12.0,28.0,8.0,18.0,7.4,1984.0,,"CHILE:  TALTAL, CATALINA",-25.5,-70.7,47.0,7.8,8.0,3.0,1.0,,,6.0,1.0,0.4,1.0,,3.0,,,3.0,1.0,,,6.0,1.0,0.4,1.0,,3.0,,
3983,,1966.0,12.0,31.0,18.0,23.0,11.1,2425.0,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.892999999999999,166.445,83.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,
3984,,1966.0,12.0,31.0,22.0,15.0,16.6,3033.0,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.334000000000001,166.68400000000003,23.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,
3985,,1967.0,1.0,4.0,5.0,58.0,0.0,,,GREECE,38.4,22.0,10.0,6.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,
3986,,1967.0,1.0,5.0,0.0,14.0,0.0,,,MONGOLIA,48.1,102.8,35.0,7.5,10.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
3987,,1967.0,1.0,24.0,14.0,45.0,12.0,,,CHINA:  SICHUAN PROVINCE,30.2,104.1,,5.5,7.0,,,,,,,,2.0,417.0,3.0,,,,,,,,,,2.0,417.0,3.0,,
3988,,1967.0,2.0,9.0,14.0,4.0,48.0,,,ALBANIA:  GJIROKASTEV,40.0,20.2,33.0,5.6,,,,,,,,,2.0,77.0,2.0,,,,,,,,,,2.0,77.0,2.0,,
3989,,1967.0,2.0,9.0,15.0,24.0,0.0,,,"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO",2.85,-74.8,55.0,7.0,10.0,98.0,2.0,,,,,20.0,3.0,,,,4.0,98.0,2.0,,,,,20.0,3.0,,,,4.0
3990,,1967.0,2.0,19.0,22.0,14.0,35.3,,,"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK",-9.2,113.1,80.0,6.8,9.0,54.0,2.0,,,300.0,3.0,,3.0,2000.0,4.0,5000.0,4.0,54.0,2.0,,,300.0,3.0,,3.0,2000.0,4.0,5000.0,4.0
3991,,1967.0,3.0,19.0,4.0,1.0,38.5,1986.0,,RUSSIA:  KURIL ISLANDS,45.53,151.11,38.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
3992,,1967.0,3.0,27.0,8.0,58.0,20.0,,,"CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG",38.5,116.5,30.0,6.3,7.0,,,,,,,,3.0,53886.0,4.0,,,,,,,,,,3.0,53886.0,4.0,,
3993,,1967.0,4.0,11.0,5.0,9.0,12.1,1987.0,,INDONESIA:  MAKASSAR STRAIT,-3.7,119.3,33.0,5.5,8.0,58.0,2.0,,,100.0,2.0,,2.0,,2.0,,,71.0,2.0,,,100.0,2.0,,2.0,,2.0,,
3994,,1967.0,4.0,12.0,4.0,51.0,50.2,1988.0,,"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA",5.5,97.3,100.0,6.1,,14.0,1.0,,,,,,3.0,2000.0,4.0,,,14.0,1.0,,,,,,3.0,2000.0,4.0,,
3995,,1967.0,5.0,1.0,7.0,8.0,0.0,,,GREECE,39.5,21.2,55.0,5.9,,9.0,1.0,,,,,5.0,2.0,,,,,,,,,,,,,,,,
3996,,1967.0,7.0,13.0,2.0,10.0,20.0,,,ALGERIA:  NEAR SIG,35.5,-0.1,13.0,5.0,,10.0,1.0,,,15.0,1.0,,1.0,40.0,1.0,,,10.0,1.0,,,15.0,1.0,,1.0,40.0,1.0,,
3997,,1967.0,7.0,22.0,16.0,57.0,0.0,,,"TURKEY:  MUDURNU, ADAPAZARI",40.7,30.8,4.0,7.3,10.0,86.0,2.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,
3998,,1967.0,7.0,26.0,18.0,53.0,0.0,,,TURKEY:  TUNCELI,39.5,40.4,8.0,6.2,,97.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
3999,,1967.0,7.0,29.0,10.0,24.0,24.6,,,COLOMBIA,6.747000000000001,-73.03,161.0,6.8,8.0,20.0,1.0,,,150.0,3.0,2.0,2.0,,,,3.0,20.0,1.0,,,150.0,3.0,2.0,2.0,,,,3.0
4000,,1967.0,7.0,30.0,0.0,4.0,22.0,3349.0,,VENEZUELA,10.559000000000001,-67.33,25.0,6.6,8.0,300.0,3.0,,,1536.0,4.0,140.0,4.0,,,,,300.0,3.0,,,1536.0,4.0,140.0,4.0,,,,
